resource,activity,timestamp,role,travel_permit_number,Task,OrganizationalEntity,RequestedAmount,Permit_TaskNumber,Permit_BudgetNumber,Permit_ProjectNumber,project,case,OrganizationalEntity.1,RequestedBudget,Permitid,ActivityNumber
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2017/7/5 11:38:37.00,SUPERVISOR,travel permit number 83843,task 15130,organizational unit 65458,1046.29929,task 427,budget 698,project 4957,project 503,request for payment 83844,organizational unit 65458,1351.913727,travel permit 83842,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2017/7/6 3:32:42.00,EMPLOYEE,travel permit number 83843,task 15130,organizational unit 65458,1046.29929,task 427,budget 698,project 4957,project 503,request for payment 83844,organizational unit 65458,1351.913727,travel permit 83842,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2017/7/6 3:34:08.00,SUPERVISOR,travel permit number 83843,task 15130,organizational unit 65458,1046.29929,task 427,budget 698,project 4957,project 503,request for payment 83844,organizational unit 65458,1351.913727,travel permit 83842,UNKNOWN
STAFF MEMBER,Permit REJECTED by MISSING,2017/7/11 7:12:45.00,MISSING,travel permit number 83843,task 15130,organizational unit 65458,1046.29929,task 427,budget 698,project 4957,project 503,request for payment 83844,organizational unit 65458,1351.913727,travel permit 83842,UNKNOWN
SYSTEM,Request Payment,2017/7/11 7:13:43.00,UNDEFINED,travel permit number 83843,task 15130,organizational unit 65458,1046.29929,task 427,budget 698,project 4957,project 503,request for payment 83844,organizational unit 65458,1351.913727,travel permit 83842,UNKNOWN
SYSTEM,Payment Handled,2017/7/13 15:31:04.00,UNDEFINED,travel permit number 83843,task 15130,organizational unit 65458,1046.29929,task 427,budget 698,project 4957,project 503,request for payment 83844,organizational unit 65458,1351.913727,travel permit 83842,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2017/7/14 20:10:18.00,EMPLOYEE,travel permit number 83843,task 15130,organizational unit 65458,1046.29929,task 427,budget 698,project 4957,project 503,request for payment 83844,organizational unit 65458,1351.913727,travel permit 83842,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2017/7/14 20:10:22.00,SUPERVISOR,travel permit number 83843,task 15130,organizational unit 65458,1046.29929,task 427,budget 698,project 4957,project 503,request for payment 83844,organizational unit 65458,1351.913727,travel permit 83842,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2017/1/31 13:38:55.00,EMPLOYEE,travel permit number 76929,task 6280,organizational unit 65457,206.2137952,UNKNOWN,budget 4164,UNKNOWN,project 503,request for payment 76930,organizational unit 65455,1511.51473,travel permit 76928,UNKNOWN
STAFF MEMBER,Permit APPROVED by PRE_APPROVER,2017/1/31 13:40:27.00,PRE_APPROVER,travel permit number 76929,task 6280,organizational unit 65457,206.2137952,UNKNOWN,budget 4164,UNKNOWN,project 503,request for payment 76930,organizational unit 65455,1511.51473,travel permit 76928,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2017/2/1 14:52:50.00,SUPERVISOR,travel permit number 76929,task 6280,organizational unit 65457,206.2137952,UNKNOWN,budget 4164,UNKNOWN,project 503,request for payment 76930,organizational unit 65455,1511.51473,travel permit 76928,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2017/2/9 15:48:30.00,EMPLOYEE,travel permit number 76929,task 6280,organizational unit 65457,206.2137952,UNKNOWN,budget 4164,UNKNOWN,project 503,request for payment 76930,organizational unit 65455,1511.51473,travel permit 76928,UNKNOWN
STAFF MEMBER,Request For Payment REJECTED by PRE_APPROVER,2017/2/9 15:48:32.00,PRE_APPROVER,travel permit number 76929,task 6280,organizational unit 65457,206.2137952,UNKNOWN,budget 4164,UNKNOWN,project 503,request for payment 76930,organizational unit 65455,1511.51473,travel permit 76928,UNKNOWN
STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,2017/2/13 15:12:00.00,EMPLOYEE,travel permit number 76929,task 6280,organizational unit 65457,206.2137952,UNKNOWN,budget 4164,UNKNOWN,project 503,request for payment 76930,organizational unit 65455,1511.51473,travel permit 76928,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2017/3/1 17:28:35.00,EMPLOYEE,travel permit number 76929,task 6280,organizational unit 65457,206.2137952,UNKNOWN,budget 4164,UNKNOWN,project 503,request for payment 76930,organizational unit 65455,1511.51473,travel permit 76928,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by PRE_APPROVER,2017/3/1 17:29:42.00,PRE_APPROVER,travel permit number 76929,task 6280,organizational unit 65457,206.2137952,UNKNOWN,budget 4164,UNKNOWN,project 503,request for payment 76930,organizational unit 65455,1511.51473,travel permit 76928,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2017/3/2 7:57:39.00,SUPERVISOR,travel permit number 76929,task 6280,organizational unit 65457,206.2137952,UNKNOWN,budget 4164,UNKNOWN,project 503,request for payment 76930,organizational unit 65455,1511.51473,travel permit 76928,UNKNOWN
SYSTEM,Request Payment,2017/3/8 14:37:12.00,UNDEFINED,travel permit number 76929,task 6280,organizational unit 65457,206.2137952,UNKNOWN,budget 4164,UNKNOWN,project 503,request for payment 76930,organizational unit 65455,1511.51473,travel permit 76928,UNKNOWN
SYSTEM,Payment Handled,2017/3/13 16:31:05.00,UNDEFINED,travel permit number 76929,task 6280,organizational unit 65457,206.2137952,UNKNOWN,budget 4164,UNKNOWN,project 503,request for payment 76930,organizational unit 65455,1511.51473,travel permit 76928,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018/2/13 15:25:00.00,EMPLOYEE,travel permit number 4020,UNKNOWN,organizational unit 65454,400.4281227,UNKNOWN,budget 1469,UNKNOWN,project 503,request for payment 4022,organizational unit 65460,1509.601229,travel permit 4019,activity 4021
STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018/2/13 15:25:02.00,ADMINISTRATION,travel permit number 4020,UNKNOWN,organizational unit 65454,400.4281227,UNKNOWN,budget 1469,UNKNOWN,project 503,request for payment 4022,organizational unit 65460,1509.601229,travel permit 4019,activity 4021
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018/2/15 8:01:23.00,SUPERVISOR,travel permit number 4020,UNKNOWN,organizational unit 65454,400.4281227,UNKNOWN,budget 1469,UNKNOWN,project 503,request for payment 4022,organizational unit 65460,1509.601229,travel permit 4019,activity 4021
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/2/26 9:37:10.00,EMPLOYEE,travel permit number 4020,UNKNOWN,organizational unit 65454,400.4281227,UNKNOWN,budget 1469,UNKNOWN,project 503,request for payment 4022,organizational unit 65460,1509.601229,travel permit 4019,activity 4021
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018/2/26 9:37:14.00,ADMINISTRATION,travel permit number 4020,UNKNOWN,organizational unit 65454,400.4281227,UNKNOWN,budget 1469,UNKNOWN,project 503,request for payment 4022,organizational unit 65460,1509.601229,travel permit 4019,activity 4021
STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,2018/2/26 9:53:29.00,BUDGET OWNER,travel permit number 4020,UNKNOWN,organizational unit 65454,400.4281227,UNKNOWN,budget 1469,UNKNOWN,project 503,request for payment 4022,organizational unit 65460,1509.601229,travel permit 4019,activity 4021
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018/2/27 7:19:25.00,SUPERVISOR,travel permit number 4020,UNKNOWN,organizational unit 65454,400.4281227,UNKNOWN,budget 1469,UNKNOWN,project 503,request for payment 4022,organizational unit 65460,1509.601229,travel permit 4019,activity 4021
SYSTEM,Request Payment,2018/3/2 14:44:58.00,UNDEFINED,travel permit number 4020,UNKNOWN,organizational unit 65454,400.4281227,UNKNOWN,budget 1469,UNKNOWN,project 503,request for payment 4022,organizational unit 65460,1509.601229,travel permit 4019,activity 4021
SYSTEM,Payment Handled,2018/3/5 16:30:58.00,UNDEFINED,travel permit number 4020,UNKNOWN,organizational unit 65454,400.4281227,UNKNOWN,budget 1469,UNKNOWN,project 503,request for payment 4022,organizational unit 65460,1509.601229,travel permit 4019,activity 4021
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018/7/17 11:18:27.00,EMPLOYEE,travel permit number 62147,task 62151,organizational unit 65465,467.949251,task 427,budget 22315,project 62148,project 503,request for payment 62154,organizational unit 65464,1916.66885,travel permit 62146,UNKNOWN
STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018/7/17 11:18:30.00,ADMINISTRATION,travel permit number 62147,task 62151,organizational unit 65465,467.949251,task 427,budget 22315,project 62148,project 503,request for payment 62154,organizational unit 65464,1916.66885,travel permit 62146,UNKNOWN
STAFF MEMBER,Permit APPROVED by SUPERVISOR,2018/7/18 8:13:38.00,SUPERVISOR,travel permit number 62147,task 62151,organizational unit 65465,467.949251,task 427,budget 22315,project 62148,project 503,request for payment 62154,organizational unit 65464,1916.66885,travel permit 62146,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by DIRECTOR,2018/7/19 7:28:54.00,DIRECTOR,travel permit number 62147,task 62151,organizational unit 65465,467.949251,task 427,budget 22315,project 62148,project 503,request for payment 62154,organizational unit 65464,1916.66885,travel permit 62146,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/8/20 10:07:40.00,EMPLOYEE,travel permit number 62147,task 62151,organizational unit 65465,467.949251,task 427,budget 22315,project 62148,project 503,request for payment 62154,organizational unit 65464,1916.66885,travel permit 62146,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018/8/20 10:07:45.00,ADMINISTRATION,travel permit number 62147,task 62151,organizational unit 65465,467.949251,task 427,budget 22315,project 62148,project 503,request for payment 62154,organizational unit 65464,1916.66885,travel permit 62146,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018/8/21 12:53:46.00,SUPERVISOR,travel permit number 62147,task 62151,organizational unit 65465,467.949251,task 427,budget 22315,project 62148,project 503,request for payment 62154,organizational unit 65464,1916.66885,travel permit 62146,UNKNOWN
SYSTEM,Request Payment,2018/9/6 12:49:15.00,UNDEFINED,travel permit number 62147,task 62151,organizational unit 65465,467.949251,task 427,budget 22315,project 62148,project 503,request for payment 62154,organizational unit 65464,1916.66885,travel permit 62146,UNKNOWN
SYSTEM,Payment Handled,2018/9/10 15:31:25.00,UNDEFINED,travel permit number 62147,task 62151,organizational unit 65465,467.949251,task 427,budget 22315,project 62148,project 503,request for payment 62154,organizational unit 65464,1916.66885,travel permit 62146,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018/2/2 13:00:16.00,EMPLOYEE,travel permit number 2656,UNKNOWN,organizational unit 65462,415.1593542,UNKNOWN,budget 774,UNKNOWN,project 503,request for payment 2662,organizational unit 65459,1586.922316,travel permit 2655,activity 2657
STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018/2/2 13:00:20.00,ADMINISTRATION,travel permit number 2656,UNKNOWN,organizational unit 65462,415.1593542,UNKNOWN,budget 774,UNKNOWN,project 503,request for payment 2662,organizational unit 65459,1586.922316,travel permit 2655,activity 2657
STAFF MEMBER,Permit APPROVED by BUDGET OWNER,2018/2/5 14:18:11.00,BUDGET OWNER,travel permit number 2656,UNKNOWN,organizational unit 65462,415.1593542,UNKNOWN,budget 774,UNKNOWN,project 503,request for payment 2662,organizational unit 65459,1586.922316,travel permit 2655,activity 2657
STAFF MEMBER,Permit APPROVED by SUPERVISOR,2018/2/12 4:15:34.00,SUPERVISOR,travel permit number 2656,UNKNOWN,organizational unit 65462,415.1593542,UNKNOWN,budget 774,UNKNOWN,project 503,request for payment 2662,organizational unit 65459,1586.922316,travel permit 2655,activity 2657
STAFF MEMBER,Permit FINAL_APPROVED by DIRECTOR,2018/2/12 9:28:43.00,DIRECTOR,travel permit number 2656,UNKNOWN,organizational unit 65462,415.1593542,UNKNOWN,budget 774,UNKNOWN,project 503,request for payment 2662,organizational unit 65459,1586.922316,travel permit 2655,activity 2657
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/2/13 8:09:26.00,EMPLOYEE,travel permit number 2656,UNKNOWN,organizational unit 65462,415.1593542,UNKNOWN,budget 774,UNKNOWN,project 503,request for payment 2662,organizational unit 65459,1586.922316,travel permit 2655,activity 2657
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018/2/13 8:09:34.00,ADMINISTRATION,travel permit number 2656,UNKNOWN,organizational unit 65462,415.1593542,UNKNOWN,budget 774,UNKNOWN,project 503,request for payment 2662,organizational unit 65459,1586.922316,travel permit 2655,activity 2657
STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,2018/2/13 10:26:51.00,BUDGET OWNER,travel permit number 2656,UNKNOWN,organizational unit 65462,415.1593542,UNKNOWN,budget 774,UNKNOWN,project 503,request for payment 2662,organizational unit 65459,1586.922316,travel permit 2655,activity 2657
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018/2/13 14:30:15.00,SUPERVISOR,travel permit number 2656,UNKNOWN,organizational unit 65462,415.1593542,UNKNOWN,budget 774,UNKNOWN,project 503,request for payment 2662,organizational unit 65459,1586.922316,travel permit 2655,activity 2657
SYSTEM,Request Payment,2018/2/15 7:20:23.00,UNDEFINED,travel permit number 2656,UNKNOWN,organizational unit 65462,415.1593542,UNKNOWN,budget 774,UNKNOWN,project 503,request for payment 2662,organizational unit 65459,1586.922316,travel permit 2655,activity 2657
SYSTEM,Payment Handled,2018/2/19 16:31:34.00,UNDEFINED,travel permit number 2656,UNKNOWN,organizational unit 65462,415.1593542,UNKNOWN,budget 774,UNKNOWN,project 503,request for payment 2662,organizational unit 65459,1586.922316,travel permit 2655,activity 2657
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018/7/10 6:58:39.00,EMPLOYEE,travel permit number 63371,task 19287,organizational unit 65456,368.8177203,task 427,budget 2329,project 19284,project 503,request for payment 63372,organizational unit 65457,1459.350692,travel permit 63370,UNKNOWN
STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018/7/10 6:58:41.00,ADMINISTRATION,travel permit number 63371,task 19287,organizational unit 65456,368.8177203,task 427,budget 2329,project 19284,project 503,request for payment 63372,organizational unit 65457,1459.350692,travel permit 63370,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018/7/11 7:22:48.00,SUPERVISOR,travel permit number 63371,task 19287,organizational unit 65456,368.8177203,task 427,budget 2329,project 19284,project 503,request for payment 63372,organizational unit 65457,1459.350692,travel permit 63370,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/7/23 12:47:40.00,EMPLOYEE,travel permit number 63371,task 19287,organizational unit 65456,368.8177203,task 427,budget 2329,project 19284,project 503,request for payment 63372,organizational unit 65457,1459.350692,travel permit 63370,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018/7/23 12:47:44.00,ADMINISTRATION,travel permit number 63371,task 19287,organizational unit 65456,368.8177203,task 427,budget 2329,project 19284,project 503,request for payment 63372,organizational unit 65457,1459.350692,travel permit 63370,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018/8/1 12:19:45.00,SUPERVISOR,travel permit number 63371,task 19287,organizational unit 65456,368.8177203,task 427,budget 2329,project 19284,project 503,request for payment 63372,organizational unit 65457,1459.350692,travel permit 63370,UNKNOWN
SYSTEM,Request Payment,2018/8/11 14:08:56.00,UNDEFINED,travel permit number 63371,task 19287,organizational unit 65456,368.8177203,task 427,budget 2329,project 19284,project 503,request for payment 63372,organizational unit 65457,1459.350692,travel permit 63370,UNKNOWN
SYSTEM,Payment Handled,2018/8/16 15:31:24.00,UNDEFINED,travel permit number 63371,task 19287,organizational unit 65456,368.8177203,task 427,budget 2329,project 19284,project 503,request for payment 63372,organizational unit 65457,1459.350692,travel permit 63370,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018/1/24 9:30:03.00,EMPLOYEE,travel permit number 7612,UNKNOWN,organizational unit 65461,690.8549952,UNKNOWN,budget 522,UNKNOWN,project 503,request for payment 7615,organizational unit 65456,2970.676479,travel permit 7611,UNKNOWN
STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018/1/24 9:30:22.00,ADMINISTRATION,travel permit number 7612,UNKNOWN,organizational unit 65461,690.8549952,UNKNOWN,budget 522,UNKNOWN,project 503,request for payment 7615,organizational unit 65456,2970.676479,travel permit 7611,UNKNOWN
STAFF MEMBER,Permit APPROVED by SUPERVISOR,2018/1/24 14:45:56.00,SUPERVISOR,travel permit number 7612,UNKNOWN,organizational unit 65461,690.8549952,UNKNOWN,budget 522,UNKNOWN,project 503,request for payment 7615,organizational unit 65456,2970.676479,travel permit 7611,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by DIRECTOR,2018/1/29 13:41:49.00,DIRECTOR,travel permit number 7612,UNKNOWN,organizational unit 65461,690.8549952,UNKNOWN,budget 522,UNKNOWN,project 503,request for payment 7615,organizational unit 65456,2970.676479,travel permit 7611,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/2/16 14:19:16.00,EMPLOYEE,travel permit number 7612,UNKNOWN,organizational unit 65461,690.8549952,UNKNOWN,budget 522,UNKNOWN,project 503,request for payment 7615,organizational unit 65456,2970.676479,travel permit 7611,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018/2/16 14:24:30.00,ADMINISTRATION,travel permit number 7612,UNKNOWN,organizational unit 65461,690.8549952,UNKNOWN,budget 522,UNKNOWN,project 503,request for payment 7615,organizational unit 65456,2970.676479,travel permit 7611,UNKNOWN
