group,instance,resource,activity,timestamp,responsible,department,case,channel
Group 1,task-9895,Resource01,T10 Determine necessity to stop indication,2011/1/27 13:47:13,Resource07,General,5406,Desk
EMPTY,task-9893,Resource07,T04 Determine confirmation of receipt,2011/2/3 10:10:55,Resource07,General,5406,Desk
Group 2,task-10793,Resource07,T05 Print and send confirmation of receipt,2011/2/3 10:11:24,Resource07,General,5406,Desk
EMPTY,task-44008,Resource03,Confirmation of receipt,2011/10/26 7:04:38,Resource11,General,10099,Internet
Group 4,task-44588,Resource03,T02 Check confirmation of receipt,2011/10/26 7:04:58,Resource11,General,10099,Internet
Group 3,task-44590,Resource03,T04 Determine confirmation of receipt,2011/10/26 7:05:15,Resource11,General,10099,Internet
Group 2,task-44591,Resource03,T05 Print and send confirmation of receipt,2011/10/26 7:05:29,Resource11,General,10099,Internet
Group 1,task-44589,Resource03,T06 Determine necessity of stop advice,2011/10/26 7:05:44,Resource11,General,10099,Internet
Group 1,task-44592,Resource03,T10 Determine necessity to stop indication,2011/10/26 7:07:17,Resource11,General,10099,Internet
EMPTY,task-31589,Resource02,Confirmation of receipt,2011/8/8 9:14:56,Resource02,General,8503,Internet
Group 4,task-35621,Resource02,T02 Check confirmation of receipt,2011/8/8 9:15:27,Resource02,General,8503,Internet
Group 3,task-35623,Resource02,T04 Determine confirmation of receipt,2011/8/8 9:16:19,Resource02,General,8503,Internet
Group 2,task-35624,Resource02,T05 Print and send confirmation of receipt,2011/8/8 9:16:40,Resource02,General,8503,Internet
Group 1,task-35622,Resource02,T06 Determine necessity of stop advice,2011/8/8 9:16:59,Resource02,General,8503,Internet
Group 1,task-35625,Resource02,T10 Determine necessity to stop indication,2011/8/8 9:17:17,Resource02,General,8503,Internet
Group 1,task-8952,Resource18,Confirmation of receipt,2011/1/20 13:06:00,Resource18,General,5401,Internet
Group 4,task-9088,Resource18,T02 Check confirmation of receipt,2011/1/20 13:09:11,Resource18,General,5401,Internet
Group 3,task-9091,Resource18,T04 Determine confirmation of receipt,2011/1/20 13:09:33,Resource18,General,5401,Internet
Group 2,task-9092,admin1,T05 Print and send confirmation of receipt,2011/1/24 10:08:35,Resource18,General,5401,Internet
Group 1,task-9089,Resource18,T06 Determine necessity of stop advice,2011/1/25 9:03:39,Resource18,General,5401,Internet
Group 1,task-9432,Resource18,T10 Determine necessity to stop indication,2011/1/25 9:03:59,Resource18,General,5401,Internet
EMPTY,task-15855,Resource17,Confirmation of receipt,2011/3/21 13:25:03,Resource17,General,6391,Internet
EMPTY,task-17053,Resource17,T02 Check confirmation of receipt,2011/3/21 13:25:41,Resource17,General,6391,Internet
Group 1,task-17054,Resource17,T06 Determine necessity of stop advice,2011/3/21 13:25:54,Resource17,General,6391,Internet
Group 1,task-17056,Resource17,T10 Determine necessity to stop indication,2011/3/21 13:26:20,Resource17,General,6391,Internet
Group 3,task-17055,Resource10,T04 Determine confirmation of receipt,2011/3/21 19:42:15,Resource17,General,6391,Internet
Group 2,task-17096,admin1,T05 Print and send confirmation of receipt,2011/3/22 13:31:31,Resource17,General,6391,Internet
EMPTY,task-12925,Resource14,Confirmation of receipt,2011/3/16 13:21:27,Resource14,General,6056,Internet
Group 1,task-16469,Resource14,T06 Determine necessity of stop advice,2011/3/16 13:28:25,Resource14,General,6056,Internet
Group 1,task-16479,Resource14,T10 Determine necessity to stop indication,2011/3/16 13:28:47,Resource14,General,6056,Internet
EMPTY,task-16468,Resource14,T02 Check confirmation of receipt,2011/3/21 10:40:46,Resource14,General,6056,Internet
Group 3,task-16939,Resource14,T04 Determine confirmation of receipt,2011/3/21 10:42:08,Resource14,General,6056,Internet
Group 2,task-16940,admin1,T05 Print and send confirmation of receipt,2011/3/22 13:29:14,Resource14,General,6056,Internet
EMPTY,task-9731,Resource17,Confirmation of receipt,2011/2/14 7:39:24,Resource17,General,5533,Internet
EMPTY,task-12103,Resource17,T02 Check confirmation of receipt,2011/2/14 7:40:05,Resource17,General,5533,Internet
Group 1,task-12104,Resource17,T06 Determine necessity of stop advice,2011/2/14 7:40:18,Resource17,General,5533,Internet
Group 1,task-12106,Resource17,T10 Determine necessity to stop indication,2011/2/14 7:40:36,Resource17,General,5533,Internet
Group 1,task-12107,Resource17,T11 Create document X request unlicensed,2011/2/14 7:57:35,Resource17,General,5533,Internet
EMPTY,task-12111,Resource15,T12 Check document X request unlicensed,2011/2/14 8:17:01,Resource17,General,5533,Internet
Group 3,task-12105,Resource10,T04 Determine confirmation of receipt,2011/2/14 11:01:31,Resource17,General,5533,Internet
Group 3,task-12119,Resource10,T14 Determine document X request unlicensed,2011/2/14 11:03:23,Resource17,General,5533,Internet
Group 2,task-12160,admin1,T05 Print and send confirmation of receipt,2011/2/15 10:21:45,Resource17,General,5533,Internet
Group 2,task-12164,admin1,T15 Print document X request unlicensed,2011/2/15 10:25:09,Resource17,General,5533,Internet
EMPTY,task-19510,Resource01,Confirmation of receipt,2011/4/21 11:18:50,Resource11,General,6900,Internet
Group 4,task-21871,Resource01,T02 Check confirmation of receipt,2011/4/21 11:19:09,Resource11,General,6900,Internet
Group 3,task-21873,Resource01,T04 Determine confirmation of receipt,2011/4/21 11:19:24,Resource11,General,6900,Internet
Group 2,task-21874,Resource01,T05 Print and send confirmation of receipt,2011/4/21 11:19:35,Resource11,General,6900,Internet
Group 1,task-21872,Resource01,T06 Determine necessity of stop advice,2011/4/21 11:19:48,Resource11,General,6900,Internet
Group 1,task-21875,Resource01,T10 Determine necessity to stop indication,2011/5/12 6:47:06,Resource11,General,6900,Internet
Group 1,task-15317,Resource04,Confirmation of receipt,2011/3/7 12:36:57,Resource04,General,6319,Internet
Group 4,task-15325,Resource04,T02 Check confirmation of receipt,2011/3/7 12:48:25,Resource04,General,6319,Internet
Group 1,task-15326,Resource04,T06 Determine necessity of stop advice,2011/3/7 12:48:36,Resource04,General,6319,Internet
Group 1,task-15334,Resource04,T10 Determine necessity to stop indication,2011/3/7 12:48:58,Resource04,General,6319,Internet
Group 3,task-15333,Resource04,T04 Determine confirmation of receipt,2011/3/7 12:52:06,Resource04,General,6319,Internet
Group 2,task-15339,Resource04,T05 Print and send confirmation of receipt,2011/3/7 12:52:17,Resource04,General,6319,Internet
Group 1,task-15335,Resource04,T11 Create document X request unlicensed,2011/3/7 12:52:26,Resource04,General,6319,Internet
Group 4,task-15341,Resource04,T12 Check document X request unlicensed,2011/3/7 12:52:51,Resource04,General,6319,Internet
EMPTY,task-15342,Resource10,T14 Determine document X request unlicensed,2011/3/7 15:51:33,Resource04,General,6319,Internet
EMPTY,task-15399,admin1,T15 Print document X request unlicensed,2011/3/9 10:40:43,Resource04,General,6319,Internet
EMPTY,task-18541,admin1,Confirmation of receipt,2011/4/12 13:37:05,Resource05,General,6767,Internet
Group 4,task-20062,admin1,T02 Check confirmation of receipt,2011/4/12 14:03:57,Resource05,General,6767,Internet
Group 3,task-20066,admin1,T04 Determine confirmation of receipt,2011/4/12 14:04:12,Resource05,General,6767,Internet
Group 2,task-20067,admin1,T05 Print and send confirmation of receipt,2011/4/12 14:04:23,Resource05,General,6767,Internet
EMPTY,task-20063,Resource05,T06 Determine necessity of stop advice,2011/5/9 7:26:56,Resource05,General,6767,Internet
Group 1,task-23870,Resource05,T10 Determine necessity to stop indication,2011/5/9 7:28:07,Resource05,General,6767,Internet
EMPTY,task-1589,Resource11,Confirmation of receipt,2010/12/15 8:31:29,Resource11,Customer contact,4408,Internet
Group 1,task-4365,Resource11,T06 Determine necessity of stop advice,2010/12/15 8:32:16,Resource11,Customer contact,4408,Internet
Group 1,task-4366,Resource11,T10 Determine necessity to stop indication,2010/12/15 8:34:42,Resource11,Customer contact,4408,Internet
EMPTY,task-4364,Resource19,T02 Check confirmation of receipt,2010/12/15 10:23:36,Resource11,Customer contact,4408,Internet
EMPTY,task-4471,Resource11,T04 Determine confirmation of receipt,2010/12/15 14:02:23,Resource11,Customer contact,4408,Internet
Group 2,task-4585,admin1,T05 Print and send confirmation of receipt,2010/12/17 9:09:53,Resource11,Customer contact,4408,Internet
Group 1,task-1879,Resource01,Confirmation of receipt,2010/11/30 8:47:16,Resource01,General,4498,Internet
Group 1,task-2348,Resource01,T06 Determine necessity of stop advice,2010/11/30 8:57:07,Resource01,General,4498,Internet
Group 1,task-2350,Resource01,T10 Determine necessity to stop indication,2010/11/30 8:57:26,Resource01,General,4498,Internet
EMPTY,task-2347,Resource19,T02 Check confirmation of receipt,2010/12/7 13:38:13,Resource01,General,4498,Internet
Group 3,task-3129,Resource10,T04 Determine confirmation of receipt,2010/12/7 13:49:09,Resource01,General,4498,Internet
Group 2,task-3136,admin1,T05 Print and send confirmation of receipt,2010/12/8 8:35:45,Resource01,General,4498,Internet
EMPTY,task-14689,Resource01,Confirmation of receipt,2011/3/16 13:15:54,Resource11,General,6234,Internet
Group 4,task-16457,Resource01,T02 Check confirmation of receipt,2011/3/16 13:16:14,Resource11,General,6234,Internet
Group 3,task-16459,Resource01,T04 Determine confirmation of receipt,2011/3/16 13:16:25,Resource11,General,6234,Internet
Group 2,task-16460,Resource01,T05 Print and send confirmation of receipt,2011/3/16 13:16:39,Resource11,General,6234,Internet
Group 1,task-16458,Resource01,T06 Determine necessity of stop advice,2011/3/24 14:40:00,Resource11,General,6234,Internet
Group 1,task-17739,Resource01,T10 Determine necessity to stop indication,2011/3/24 14:50:41,Resource11,General,6234,Internet
EMPTY,task-1601,Resource11,Confirmation of receipt,2010/12/15 7:00:29,Resource11,General,4413,Internet
Group 1,task-4287,Resource11,T06 Determine necessity of stop advice,2010/12/15 7:04:03,Resource11,General,4413,Internet
Group 1,task-4288,Resource11,T10 Determine necessity to stop indication,2010/12/15 7:13:47,Resource11,General,4413,Internet
EMPTY,task-4286,Resource19,T02 Check confirmation of receipt,2010/12/15 7:55:21,Resource11,General,4413,Internet
EMPTY,task-4329,Resource19,T04 Determine confirmation of receipt,2010/12/15 10:04:35,Resource11,General,4413,Internet
Group 2,task-4437,admin1,T05 Print and send confirmation of receipt,2010/12/15 13:11:25,Resource11,General,4413,Internet
EMPTY,task-21484,Resource14,Confirmation of receipt,2011/5/2 10:30:03,Resource14,General,7120,Internet
Group 4,task-23072,Resource14,T02 Check confirmation of receipt,2011/5/2 10:30:37,Resource14,General,7120,Internet
Group 3,task-23077,Resource14,T04 Determine confirmation of receipt,2011/5/2 10:31:25,Resource14,General,7120,Internet
Group 2,task-23078,Resource14,T05 Print and send confirmation of receipt,2011/5/2 10:31:40,Resource14,General,7120,Internet
Group 1,task-23073,Resource14,T06 Determine necessity of stop advice,2011/5/2 10:31:52,Resource14,General,7120,Internet
Group 1,task-23080,Resource14,T10 Determine necessity to stop indication,2011/5/2 10:32:08,Resource14,General,7120,Internet
Group 1,task-29998,Resource27,Confirmation of receipt,2011/6/28 9:11:04,Resource14,General,8295,Internet
Group 4,task-30015,Resource14,T02 Check confirmation of receipt,2011/7/11 14:04:15,Resource14,General,8295,Internet
Group 3,task-31655,Resource14,T04 Determine confirmation of receipt,2011/7/11 14:04:37,Resource14,General,8295,Internet
Group 2,task-31656,Resource14,T05 Print and send confirmation of receipt,2011/7/11 14:04:54,Resource14,General,8295,Internet
Group 1,task-30016,Resource14,T06 Determine necessity of stop advice,2011/7/11 14:05:12,Resource14,General,8295,Internet
Group 1,task-31657,Resource14,T10 Determine necessity to stop indication,2011/7/11 14:05:32,Resource14,General,8295,Internet
EMPTY,task-50607,Resource04,Confirmation of receipt,2012/1/11 15:17:53,Resource04,General,11063,Internet
Group 4,task-51989,Resource04,T02 Check confirmation of receipt,2012/1/11 15:18:28,Resource04,General,11063,Internet
Group 3,task-51991,Resource04,T04 Determine confirmation of receipt,2012/1/11 15:19:14,Resource04,General,11063,Internet
Group 2,task-51992,Resource04,T05 Print and send confirmation of receipt,2012/1/11 15:19:43,Resource04,General,11063,Internet
Group 1,task-51990,Resource04,T06 Determine necessity of stop advice,2012/1/11 15:20:15,Resource04,General,11063,Internet
Group 1,task-51993,Resource04,T10 Determine necessity to stop indication,2012/1/11 15:20:55,Resource04,General,11063,Internet
EMPTY,task-6375,Resource02,Confirmation of receipt,2011/1/11 9:41:15,Resource02,General,5044,Internet
EMPTY,task-7593,Resource02,T02 Check confirmation of receipt,2011/1/11 9:42:13,Resource02,General,5044,Internet
Group 1,task-7594,Resource02,T06 Determine necessity of stop advice,2011/1/11 9:44:43,Resource02,General,5044,Internet
EMPTY,task-7596,Resource02,T07-1 Draft intern advice aspect 1,2011/1/11 9:45:40,Resource02,General,5044,Internet
Group 1,task-7597,Resource02,T06 Determine necessity of stop advice,2011/1/11 9:46:02,Resource02,General,5044,Internet
Group 1,task-7598,Resource02,T10 Determine necessity to stop indication,2011/1/11 9:46:38,Resource02,General,5044,Internet
Group 3,task-7595,Resource10,T04 Determine confirmation of receipt,2011/1/11 9:54:14,Resource02,General,5044,Internet
Group 2,task-7607,admin1,T05 Print and send confirmation of receipt,2011/1/11 13:16:06,Resource02,General,5044,Internet
EMPTY,task-27193,Resource05,Confirmation of receipt,2011/6/6 7:47:32,Resource05,General,7815,Internet
Group 4,task-27677,Resource05,T02 Check confirmation of receipt,2011/6/6 7:47:47,Resource05,General,7815,Internet
Group 3,task-27679,Resource05,T04 Determine confirmation of receipt,2011/6/6 7:48:05,Resource05,General,7815,Internet
Group 2,task-27680,Resource05,T05 Print and send confirmation of receipt,2011/6/6 7:48:20,Resource05,General,7815,Internet
Group 1,task-27678,Resource05,T06 Determine necessity of stop advice,2011/6/6 7:49:04,Resource05,General,7815,Internet
Group 1,task-27681,Resource05,T10 Determine necessity to stop indication,2011/6/6 7:49:42,Resource05,General,7815,Internet
Group 1,task-27683,Resource05,T16 Report reasons to hold request,2011/6/6 7:56:10,Resource05,General,7815,Internet
Group 4,task-27686,Resource05,T17 Check report Y to stop indication,2011/6/6 7:56:39,Resource05,General,7815,Internet
Group 1,task-27687,Resource05,T18 Adjust report Y to stop indicition,2011/6/6 7:57:01,Resource05,General,7815,Internet
Group 4,task-27688,Resource05,T17 Check report Y to stop indication,2011/6/6 7:57:16,Resource05,General,7815,Internet
Group 1,task-27689,Resource05,T18 Adjust report Y to stop indicition,2011/6/6 7:57:34,Resource05,General,7815,Internet
Group 4,task-27690,Resource05,T17 Check report Y to stop indication,2011/6/6 7:58:05,Resource05,General,7815,Internet
Group 3,task-27691,Resource05,T19 Determine report Y to stop indication,2011/6/6 7:58:45,Resource05,General,7815,Internet
Group 2,task-27692,Resource05,T20 Print report Y to stop indication,2011/6/6 7:59:06,Resource05,General,7815,Internet
EMPTY,task-47482,Resource20,Confirmation of receipt,2011/11/22 12:48:53,Resource20,General,10550,Internet
Group 4,task-47567,Resource20,T02 Check confirmation of receipt,2011/11/22 12:49:20,Resource20,General,10550,Internet
Group 3,task-47569,Resource20,T04 Determine confirmation of receipt,2011/11/22 12:49:43,Resource20,General,10550,Internet
Group 2,task-47572,Resource20,T05 Print and send confirmation of receipt,2011/11/22 12:50:08,Resource20,General,10550,Internet
Group 1,task-47568,Resource20,T06 Determine necessity of stop advice,2011/11/22 12:50:36,Resource20,General,10550,Internet
Group 1,task-47573,Resource20,T10 Determine necessity to stop indication,2011/11/22 12:50:58,Resource20,General,10550,Internet
Group 1,task-45092,admin2,Confirmation of receipt,2011/10/31 9:14:36,admin3,Customer contact,10228,Internet
EMPTY,task-33947,Resource14,Confirmation of receipt,2011/8/9 10:17:14,Resource14,General,8839,Internet
