group,instance,resource,activity,timestamp,responsible,department,case,channel
Group 1,task-3801,Resource08,T10 Determine necessity to stop indication,2010/12/13 9:37:55,Resource08,General,4619,Internet
EMPTY,task-13875,Resource02,Confirmation of receipt,2011/2/28 10:55:35,Resource02,General,6152,Internet
Group 4,task-14431,Resource02,T02 Check confirmation of receipt,2011/2/28 10:55:57,Resource02,General,6152,Internet
Group 1,task-14432,Resource02,T06 Determine necessity of stop advice,2011/2/28 10:56:45,Resource02,General,6152,Internet
Group 1,task-14434,Resource02,T10 Determine necessity to stop indication,2011/2/28 10:57:06,Resource02,General,6152,Internet
EMPTY,task-14433,Resource18,T04 Determine confirmation of receipt,2011/2/28 11:53:10,Resource02,General,6152,Internet
Group 2,task-14483,Resource02,T05 Print and send confirmation of receipt,2011/2/28 16:09:54,Resource02,General,6152,Internet
Group 1,task-30279,Resource05,Confirmation of receipt,2011/7/4 7:52:57,Resource05,General,8318,Internet
Group 4,task-30665,Resource05,T02 Check confirmation of receipt,2011/7/4 7:53:31,Resource05,General,8318,Internet
Group 1,task-30666,Resource05,T06 Determine necessity of stop advice,2011/7/4 7:55:16,Resource05,General,8318,Internet
Group 3,task-30667,Resource05,T04 Determine confirmation of receipt,2011/7/4 7:55:57,Resource05,General,8318,Internet
Group 1,task-30669,Resource05,T03 Adjust confirmation of receipt,2011/7/4 7:57:27,Resource05,General,8318,Internet
Group 4,task-30670,Resource05,T02 Check confirmation of receipt,2011/7/4 7:58:06,Resource05,General,8318,Internet
Group 1,task-30668,Resource05,T10 Determine necessity to stop indication,2011/7/4 7:58:37,Resource05,General,8318,Internet
Group 3,task-30671,Resource05,T04 Determine confirmation of receipt,2011/7/4 8:04:34,Resource05,General,8318,Internet
Group 2,task-30676,Resource05,T05 Print and send confirmation of receipt,2011/7/4 8:06:06,Resource05,General,8318,Internet
EMPTY,task-44573,admin2,Confirmation of receipt,2012/1/17 10:29:39,Resource02,General,10195,Internet
EMPTY,task-18210,Resource01,Confirmation of receipt,2011/4/19 11:57:26,Resource11,General,6739,Internet
Group 4,task-21133,Resource01,T02 Check confirmation of receipt,2011/4/19 11:57:45,Resource11,General,6739,Internet
Group 3,task-21135,Resource01,T04 Determine confirmation of receipt,2011/4/19 11:57:58,Resource11,General,6739,Internet
Group 2,task-21136,Resource01,T05 Print and send confirmation of receipt,2011/4/19 11:58:09,Resource11,General,6739,Internet
Group 1,task-21134,Resource01,T06 Determine necessity of stop advice,2011/4/19 12:00:17,Resource11,General,6739,Internet
Group 1,task-21137,Resource01,T10 Determine necessity to stop indication,2011/4/19 12:02:57,Resource11,General,6739,Internet
EMPTY,task-12007,admin2,Confirmation of receipt,2011/2/17 7:19:33,Resource07,General,5958,Desk
EMPTY,task-517,admin2,Confirmation of receipt,2010/12/20 11:49:40,Resource06,General,4085,Internet
EMPTY,task-12006,Resource01,Confirmation of receipt,2011/2/17 9:21:31,Resource11,General,5957,Desk
Group 4,task-12704,Resource01,T02 Check confirmation of receipt,2011/2/17 9:22:02,Resource11,General,5957,Desk
Group 3,task-12706,Resource01,T04 Determine confirmation of receipt,2011/2/17 9:22:16,Resource11,General,5957,Desk
Group 2,task-12707,Resource01,T05 Print and send confirmation of receipt,2011/2/17 9:22:30,Resource11,General,5957,Desk
Group 1,task-12705,Resource01,T06 Determine necessity of stop advice,2011/2/17 9:22:51,Resource11,General,5957,Desk
Group 1,task-12708,Resource01,T10 Determine necessity to stop indication,2011/2/17 9:24:25,Resource11,General,5957,Desk
Group 1,task-4701,Resource10,Confirmation of receipt,2010/12/17 9:23:41,Resource07,General,4814,Internet
Group 4,task-4802,Resource10,T02 Check confirmation of receipt,2010/12/17 9:31:28,Resource07,General,4814,Internet
Group 3,task-4828,Resource10,T04 Determine confirmation of receipt,2010/12/17 9:31:46,Resource07,General,4814,Internet
EMPTY,task-4803,Resource07,T06 Determine necessity of stop advice,2010/12/24 13:39:17,Resource07,General,4814,Internet
Group 1,task-5695,Resource07,T10 Determine necessity to stop indication,2010/12/24 13:41:08,Resource07,General,4814,Internet
Group 2,task-4829,Resource11,T05 Print and send confirmation of receipt,2010/12/29 12:08:54,Resource07,General,4814,Internet
EMPTY,task-24126,Resource07,Confirmation of receipt,2011/5/13 13:04:02,Resource11,General,7442,Internet
Group 4,task-25009,Resource07,T02 Check confirmation of receipt,2011/5/13 13:04:14,Resource11,General,7442,Internet
Group 3,task-25011,Resource07,T04 Determine confirmation of receipt,2011/5/13 13:04:30,Resource11,General,7442,Internet
Group 2,task-25012,Resource07,T05 Print and send confirmation of receipt,2011/5/13 13:04:48,Resource11,General,7442,Internet
Group 1,task-25010,Resource07,T06 Determine necessity of stop advice,2011/5/13 13:04:59,Resource11,General,7442,Internet
Group 1,task-25014,Resource07,T10 Determine necessity to stop indication,2011/5/13 13:05:14,Resource11,General,7442,Internet
Group 1,task-9863,Resource15,Confirmation of receipt,2011/1/28 8:37:18,Resource15,General,5552,Internet
Group 4,task-9950,Resource15,T02 Check confirmation of receipt,2011/1/28 8:37:38,Resource15,General,5552,Internet
Group 3,task-9952,Resource15,T04 Determine confirmation of receipt,2011/1/28 8:37:59,Resource15,General,5552,Internet
Group 2,task-9953,Resource15,T05 Print and send confirmation of receipt,2011/1/28 8:38:14,Resource15,General,5552,Internet
Group 1,task-9951,Resource15,T06 Determine necessity of stop advice,2011/1/28 8:43:57,Resource15,General,5552,Internet
Group 1,task-9954,Resource15,T10 Determine necessity to stop indication,2011/1/28 8:44:20,Resource15,General,5552,Internet
EMPTY,task-18302,Resource08,Confirmation of receipt,2011/4/7 12:46:05,Resource08,General,6749,Internet
EMPTY,task-19564,Resource08,T02 Check confirmation of receipt,2011/4/7 12:48:44,Resource08,General,6749,Internet
EMPTY,task-19569,Resource08,T04 Determine confirmation of receipt,2011/4/7 12:51:36,Resource08,General,6749,Internet
Group 1,task-19565,Resource08,T06 Determine necessity of stop advice,2011/4/7 12:51:49,Resource08,General,6749,Internet
Group 1,task-19573,Resource08,T10 Determine necessity to stop indication,2011/4/7 12:52:08,Resource08,General,6749,Internet
Group 2,task-19572,admin1,T05 Print and send confirmation of receipt,2011/4/8 9:43:56,Resource08,General,6749,Internet
EMPTY,task-14973,Resource01,Confirmation of receipt,2011/3/24 8:39:50,Resource11,General,6262,Internet
Group 4,task-17510,Resource01,T02 Check confirmation of receipt,2011/3/24 8:40:05,Resource11,General,6262,Internet
Group 3,task-17512,Resource01,T04 Determine confirmation of receipt,2011/3/24 8:40:18,Resource11,General,6262,Internet
Group 2,task-17513,Resource01,T05 Print and send confirmation of receipt,2011/3/24 8:40:44,Resource11,General,6262,Internet
Group 1,task-17511,Resource01,T06 Determine necessity of stop advice,2011/4/5 12:06:28,Resource11,General,6262,Internet
Group 1,task-19094,Resource01,T10 Determine necessity to stop indication,2011/4/5 12:06:53,Resource11,General,6262,Internet
EMPTY,task-35558,admin2,Confirmation of receipt,2011/9/26 6:35:08,Resource12,General,8992,Internet
EMPTY,task-33303,Resource12,Confirmation of receipt,2011/9/12 10:24:48,Resource12,General,8780,Internet
Group 4,task-38677,Resource12,T02 Check confirmation of receipt,2011/9/12 10:25:30,Resource12,General,8780,Internet
Group 3,task-38679,Resource12,T04 Determine confirmation of receipt,2011/9/12 10:25:56,Resource12,General,8780,Internet
Group 2,task-38680,Resource12,T05 Print and send confirmation of receipt,2011/9/12 10:26:31,Resource12,General,8780,Internet
Group 1,task-38678,Resource12,T06 Determine necessity of stop advice,2011/9/12 10:27:04,Resource12,General,8780,Internet
Group 1,task-38681,Resource12,T10 Determine necessity to stop indication,2011/9/12 10:27:44,Resource12,General,8780,Internet
EMPTY,task-6797,Resource02,Confirmation of receipt,2011/1/6 15:34:15,Resource02,General,5135,Internet
EMPTY,task-7129,Resource02,T02 Check confirmation of receipt,2011/1/6 15:36:04,Resource02,General,5135,Internet
Group 1,task-7130,Resource02,T06 Determine necessity of stop advice,2011/1/7 6:42:41,Resource02,General,5135,Internet
EMPTY,task-7138,Resource02,T07-1 Draft intern advice aspect 1,2011/1/7 6:51:53,Resource02,General,5135,Internet
Group 1,task-7139,Resource02,T06 Determine necessity of stop advice,2011/1/7 6:52:12,Resource02,General,5135,Internet
Group 13,task-7140,Resource02,T07-1 Draft intern advice aspect 1,2011/1/7 6:52:36,Resource02,General,5135,Internet
Group 1,task-7141,Resource02,T06 Determine necessity of stop advice,2011/1/7 6:53:01,Resource02,General,5135,Internet
Group 1,task-7142,Resource02,T10 Determine necessity to stop indication,2011/1/7 6:53:24,Resource02,General,5135,Internet
Group 3,task-7131,Resource10,T04 Determine confirmation of receipt,2011/1/7 7:02:08,Resource02,General,5135,Internet
Group 2,task-7144,admin1,T05 Print and send confirmation of receipt,2011/1/7 14:37:17,Resource02,General,5135,Internet
Group 1,task-31895,Resource27,Confirmation of receipt,2011/7/13 8:50:42,Resource22,General,8550,Internet
EMPTY,task-31898,Resource22,T02 Check confirmation of receipt,2011/9/23 9:27:42,Resource22,General,8550,Internet
Group 3,task-40061,Resource22,T04 Determine confirmation of receipt,2011/9/23 9:28:22,Resource22,General,8550,Internet
Group 2,task-40062,Resource22,T05 Print and send confirmation of receipt,2011/9/23 9:30:00,Resource22,General,8550,Internet
EMPTY,task-31899,Resource22,T06 Determine necessity of stop advice,2011/9/23 9:30:38,Resource22,General,8550,Internet
Group 1,task-40063,Resource22,T10 Determine necessity to stop indication,2011/9/23 9:31:26,Resource22,General,8550,Internet
EMPTY,task-2166,Resource11,Confirmation of receipt,2010/12/15 13:03:12,Resource01,General,4563,Internet
Group 1,task-4535,Resource11,T06 Determine necessity of stop advice,2010/12/15 13:04:39,Resource01,General,4563,Internet
Group 1,task-4536,Resource11,T10 Determine necessity to stop indication,2010/12/15 13:08:19,Resource01,General,4563,Internet
EMPTY,task-4534,Resource19,T02 Check confirmation of receipt,2010/12/16 8:59:33,Resource01,General,4563,Internet
Group 3,task-4638,Resource10,T04 Determine confirmation of receipt,2010/12/16 9:17:29,Resource01,General,4563,Internet
Group 2,task-4646,admin1,T05 Print and send confirmation of receipt,2010/12/17 9:22:12,Resource01,General,4563,Internet
EMPTY,task-27445,Resource08,Confirmation of receipt,2011/6/21 13:37:57,Resource02,General,7847,Internet
Group 4,task-29377,Resource08,T02 Check confirmation of receipt,2011/6/21 13:38:26,Resource02,General,7847,Internet
EMPTY,task-29379,Resource08,T04 Determine confirmation of receipt,2011/6/21 13:39:06,Resource02,General,7847,Internet
Group 1,task-29378,Resource08,T06 Determine necessity of stop advice,2011/6/21 13:40:58,Resource02,General,7847,Internet
Group 1,task-29381,Resource08,T10 Determine necessity to stop indication,2011/6/21 13:41:47,Resource02,General,7847,Internet
Group 2,task-29380,admin1,T05 Print and send confirmation of receipt,2011/6/24 12:33:15,Resource02,General,7847,Internet
EMPTY,task-28719,admin2,Confirmation of receipt,2011/7/14 7:04:11,Resource35,General,8104,Desk
EMPTY,task-42338,Resource03,Confirmation of receipt,2011/10/11 11:16:58,Resource11,General,9957,Internet
Group 4,task-42913,Resource03,T02 Check confirmation of receipt,2011/10/11 11:17:17,Resource11,General,9957,Internet
Group 3,task-42915,Resource03,T04 Determine confirmation of receipt,2011/10/11 11:17:36,Resource11,General,9957,Internet
Group 2,task-42916,Resource03,T05 Print and send confirmation of receipt,2011/10/11 11:17:49,Resource11,General,9957,Internet
Group 1,task-42914,Resource03,T06 Determine necessity of stop advice,2011/10/11 11:19:10,Resource11,General,9957,Internet
Group 1,task-42917,Resource03,T10 Determine necessity to stop indication,2011/10/11 11:19:31,Resource11,General,9957,Internet
Group 1,task-42919,Resource03,T16 Report reasons to hold request,2011/10/11 11:21:32,Resource11,General,9957,Internet
Group 4,task-42920,Resource03,T17 Check report Y to stop indication,2011/10/11 11:21:50,Resource11,General,9957,Internet
Group 3,task-42921,Resource03,T19 Determine report Y to stop indication,2011/10/11 11:22:10,Resource11,General,9957,Internet
Group 2,task-42922,Resource03,T20 Print report Y to stop indication,2011/10/11 11:22:24,Resource11,General,9957,Internet
EMPTY,task-17803,Resource11,Confirmation of receipt,2011/3/29 6:34:25,Resource11,General,6667,Post
EMPTY,task-18162,Resource19,T02 Check confirmation of receipt,2011/3/31 6:53:27,Resource11,General,6667,Post
Group 3,task-18575,Resource19,T04 Determine confirmation of receipt,2011/3/31 6:54:32,Resource11,General,6667,Post
EMPTY,task-18576,Resource01,T05 Print and send confirmation of receipt,2011/4/14 8:58:16,Resource11,General,6667,Post
Group 1,task-18163,Resource01,T06 Determine necessity of stop advice,2011/4/14 8:58:26,Resource11,General,6667,Post
Group 1,task-20437,Resource01,T10 Determine necessity to stop indication,2011/4/14 9:11:56,Resource11,General,6667,Post
EMPTY,task-38847,Resource09,Confirmation of receipt,2012/1/12 10:30:25,Resource09,General,9542,Internet
Group 4,task-52064,Resource09,T02 Check confirmation of receipt,2012/1/12 10:31:15,Resource09,General,9542,Internet
Group 3,task-52066,Resource09,T04 Determine confirmation of receipt,2012/1/12 10:31:49,Resource09,General,9542,Internet
Group 2,task-52067,Resource09,T05 Print and send confirmation of receipt,2012/1/12 10:32:44,Resource09,General,9542,Internet
Group 1,task-52065,Resource09,T06 Determine necessity of stop advice,2012/1/12 10:33:22,Resource09,General,9542,Internet
Group 1,task-52068,Resource09,T10 Determine necessity to stop indication,2012/1/12 10:34:28,Resource09,General,9542,Internet
EMPTY,task-20694,admin2,Confirmation of receipt,2011/6/6 14:34:14,Resource09,General,7036,Internet
Group 1,task-28903,Resource09,Confirmation of receipt,2011/7/1 8:39:08,Resource09,General,8136,Desk
Group 4,task-30580,Resource09,T02 Check confirmation of receipt,2011/7/1 8:39:38,Resource09,General,8136,Desk
Group 3,task-30582,Resource09,T04 Determine confirmation of receipt,2011/7/1 8:40:22,Resource09,General,8136,Desk
Group 1,task-30581,Resource09,T06 Determine necessity of stop advice,2011/7/1 8:41:09,Resource09,General,8136,Desk
Group 1,task-30584,Resource09,T10 Determine necessity to stop indication,2011/7/1 8:41:39,Resource09,General,8136,Desk
Group 2,task-30583,Resource09,T05 Print and send confirmation of receipt,2011/7/1 8:49:45,Resource09,General,8136,Desk
EMPTY,task-10012,Resource26,Confirmation of receipt,2011/6/16 18:22:17,Resource07,General,5585,Internet
Group 1,task-28853,Resource26,T06 Determine necessity of stop advice,2011/6/16 18:22:44,Resource07,General,5585,Internet
Group 13,task-28854,Resource24,T07-1 Draft intern advice aspect 1,2011/7/18 12:11:32,Resource07,General,5585,Internet
Group 15,task-28855,Resource40,T07-2 Draft intern advice aspect 2,2011/8/8 14:02:07,Resource07,General,5585,Internet
Group 1,task-35756,Resource26,T06 Determine necessity of stop advice,2011/9/15 10:10:48,Resource07,General,5585,Internet
Group 7,task-39061,admin2,T07-1 Draft intern advice aspect 1,2011/9/22 12:45:25,Resource07,General,5585,Internet
EMPTY,task-28852,admin2,T02 Check confirmation of receipt,2011/9/22 12:45:26,Resource07,General,5585,Internet
Group 15,task-39062,admin2,T07-2 Draft intern advice aspect 2,2011/9/22 12:45:26,Resource07,General,5585,Internet
EMPTY,task-18916,Resource14,Confirmation of receipt,2011/4/13 7:05:15,Resource14,General,6838,Internet
Group 4,task-20150,Resource14,T02 Check confirmation of receipt,2011/4/13 7:05:44,Resource14,General,6838,Internet
Group 3,task-20152,Resource14,T04 Determine confirmation of receipt,2011/4/13 7:06:01,Resource14,General,6838,Internet
Group 2,task-20153,Resource14,T05 Print and send confirmation of receipt,2011/4/13 7:06:12,Resource14,General,6838,Internet
